,0
NEM Demand (Forecast),61.448970164632954
NEM Demand (Actual)_lag1,25.870606795687973
NEM Demand (Forecast)_lag1,5.564417860122306
NEM Demand (Actual)_lag2,2.1675383760063465
NEM Demand (Actual)_lag3,1.8586410952881278
NEM Demand (Forecast)_lag2,1.6683962585391496
Hour,1.1703593264933603
NEM Demand (Forecast)_lag3,0.17985225975051145
TreatAs_DayType_Code,0.050530223159373264
DayOfWeek,0.02068764031990599
