MAE,RMSE,R2,Scenario
182.31214209611508,206.27427519566714,0.884340137426731,General
182.31214209611508,206.27427519566714,0.884340137426731,Base
56.71645924195479,74.53196944117694,0.9854456804313989,Weekday
27.61524778500696,40.77784910754506,0.990646425904162,Saturday
26.996101148092645,37.53451832069966,0.9921231719123601,Sunday
22.31080693942924,36.371406198194435,0.9854311252653442,CNY
