,MAE,RMSE,R²
Scenario 3_COVID-Lightgbm,22.836214738848188,29.875820560441095,0.9976552653583716
Scenario 3_CNY-Lightgbm,26.744323574490426,35.46752953098909,0.9972416392360437
Scenario 3_Typical_Day-Lightgbm,22.629463320239715,32.79457163474816,0.9975355780858399
