,MAE,RMSE,R²
Scenario 3_COVID-Random_Forest,38.1238093962137,49.10519267125367,0.993665550852714
Scenario 3_CNY-Random_Forest,37.90093391714245,49.34650430170995,0.994660482993625
Scenario 3_Typical_Day-Random_Forest,32.598257462167474,43.480083765646945,0.995667965753966
