,MAE,RMSE,R²
Scenario 3_COVID-Catboost,34.7559233233655,44.006585249470014,0.9949126764934992
Scenario 3_CNY-Catboost,36.197227893809796,46.31120767075435,0.9952971470284676
Scenario 3_Typical_Day-Catboost,30.913998641695567,40.95123065054627,0.9961572241554679
