,MAE,RMSE,R²
Scenario 1_COVID-Catboost,42.83922292878639,54.80328782390629,0.9921101773128703
Scenario 1_CNY-Catboost,43.261451519990686,56.638550990382114,0.9929658203352526
Scenario 1_Typical_Day-Catboost,34.161842097013185,45.00083255961652,0.9953596340171083
