,0
NEM Demand (Forecast),51.86801489559333
NEM Demand (Forecast)_lag1,20.964419770289535
NEM Demand (Actual)_lag1,10.99109204006841
NEM Demand (Actual)_lag2,9.770592285083103
Hour,2.4045332836426057
NEM Demand (Forecast)_lag3,1.4935086552454184
NEM Demand (Forecast)_lag2,1.493163273841099
NEM Demand (Actual)_lag3,0.4644608300238869
DayOfWeek,0.2800572439565542
TreatAs_DayType_Code,0.27015772225606455
