,0
NEM Demand (Forecast),0.8688
NEM Demand (Actual)_lag1,0.12580025
Hour,0.0027178673
NEM Demand (Forecast)_lag1,0.0010884021
NEM Demand (Forecast)_lag3,0.00097441685
NEM Demand (Actual)_lag3,0.00061902625
NEM Demand (Actual)_lag2,0.0
NEM Demand (Forecast)_lag2,0.0
DayOfWeek,0.0
TreatAs_DayType_Code,0.0
