,0
NEM Demand (Forecast),0.9530164966295173
NEM Demand (Actual)_lag1,0.04652595869749227
NEM Demand (Forecast)_lag1,0.00038719978069928426
NEM Demand (Forecast)_lag2,4.0835755970960566e-05
NEM Demand (Actual)_lag3,8.902641917538686e-06
NEM Demand (Actual)_lag2,8.497652635594686e-06
DayOfWeek,6.023382004587504e-06
Hour,4.1256341296615424e-06
NEM Demand (Forecast)_lag3,1.959825632847394e-06
TreatAs_DayType_Code,0.0
