Label,MAE,RMSE,R2
Weekdays,55.95703808731542,76.28171756224503,0.9843267910549138
Saturday,57.87323040822408,82.630527762797,0.9596198397575751
Sunday,55.20559103023146,76.03298667793827,0.9660498740180118
CNY,76.45359013995856,101.11253078204581,0.8914797786497786
COVID,47.19193006710164,60.16411888358709,0.9892271994348323
