,MAE,RMSE,R²
Scenario 2_COVID-Lightgbm,40.74205249795423,53.17262518051723,0.9925727127611752
Scenario 2_CNY-Lightgbm,41.53966205094478,54.58845020325016,0.9934658256599409
Scenario 2_Typical_Day-Lightgbm,33.055797461062454,44.5963093480494,0.9954426857578687
