,0
NEM Demand (Forecast),0.91161376
NEM Demand (Actual)_lag1,0.08405107
Hour,0.001840272
NEM Demand (Forecast)_lag1,0.0018233613
NEM Demand (Forecast)_lag2,0.00067154766
NEM Demand (Actual)_lag2,0.0
NEM Demand (Actual)_lag3,0.0
NEM Demand (Forecast)_lag3,0.0
DayOfWeek,0.0
TreatAs_DayType_Code,0.0
