,0
NEM Demand (Forecast),0.987563366582247
NEM Demand (Actual)_lag1,0.012424677260388
NEM Demand (Forecast)_lag1,1.1956157365038638e-05
NEM Demand (Actual)_lag2,0.0
NEM Demand (Actual)_lag3,0.0
NEM Demand (Forecast)_lag2,0.0
NEM Demand (Forecast)_lag3,0.0
Hour,0.0
DayOfWeek,0.0
TreatAs_DayType_Code,0.0
