,MAE,RMSE,R²
Scenario2_COVID-XGBoost,48.107548620345746,64.8168886783794,0.9907426007569251
Scenario2_CNY-XGBoost,51.653496570122,70.54675633910257,0.9913470863789556
Scenario2_Typical_Day-XGBoost,40.989165900735294,54.15283679703941,0.9939589748118073
Scenario2_Combined-XGBoost,44.19916318696124,57.140158430884156,0.9917547591108439
